"","ID","Name","Birthdate","City_of_birth"
"46",14000652,"Amanov, Mesgen","1986-09-06","Dasoguz"
"47",10601457,"Amin, Bassem","1988-09-09","Tanta"
"48",14700077,"Amonatov, Farrukh","1978-04-13","Dushanbe"
"49",4204077,"Anagnostopoulos, Dimitri","1970-06-11",NA
"50",5000017,"Anand, Viswanathan","1969-12-11","Chennai"
"51",1413864,"Andersen, Mads","1995-03-01","Nuuk"
"52",1700014,"Andersson, Ulf","1951-06-27","Västerås"
"53",14103400,"Andreev, Eduard","1980-03-12","Slaviansk"
"54",4158814,"Andreikin, Dmitry","1990-02-05","Ryazan"
"55",13302000,"Andriasian, Zaven","1989-03-11","Yerevan"
"56",602612,"Anic, Darko","1957-04-30","Zadar"
"57",4135229,"Anisimov, Pavel","1986-04-19","Leningrad"
"58",700754,"Anka, Emil","1969-01-20","Békéscsaba"
"59",5023335,"Ankit, R. Rajpara","1994-08-27","Ahmedabad"
"60",14000016,"Annageldyev, Orazly","1960-03-20","Bezmein"
"61",14000032,"Annakov, Babakuli","1972-05-29",NA
"62",717312,"Antal, Gergely","1985-03-20",NA
"63",901008,"Antic, Dejan","1968-12-09","Belgrade"
"64",4107012,"Antipov, Mikhail Al.","1997-06-10","Moscow"
"65",2285525,"Antón Guijarro, David","1995-06-23","Murcia"
"66",1111078,"Antoniewski, Rafal","1980-12-03","Bielsko-Biala"
"67",5200032,"Antonio, Rogelio Jr","1962-02-19",NA
"68",1900013,"Antunes, Antonio","1962-02-06","Lisbon"
"69",5024366,"Anurag, Mhamal","1995-04-28","Panaji"
"70",600164,"Apicella, Manuel","1970-04-19","Longjumeau"
"71",4600924,"Appel, Ralf","1971-07-18","Pirmasens"
"72",13600168,"Arakhamia-Grant, Ketevan","1968-07-19","Ochamchira"
"73",5072786,"Aravindh, Chithambaram VR.","1999-09-11","Thirunagar"
"74",4403177,"Arenas, David","1991-12-24",NA
"75",3500012,"Arencibia Rodriguez, Walter","1967-07-21","Holguín"
"76",14109530,"Areshchenko, Alexander","1986-06-15","Luhansk"
"77",2205092,"Arizmendi Martinez, Julen Luis","1976-07-05","Weekawken"
"78",35018701,"Arjun Kalyan","2002-06-17","Chennai"
"79",400270,"Arkell, Keith C","1961-01-08","Birmingham"
"80",4101146,"Arkhipov, Sergey","1954-06-23","Moscow"
"81",2300036,"Arnason, Jon L","1960-11-13","Reykjavík"
"82",2907127,"Arnaudov, G. Petar","1986-08-08","Plovdiv"
"83",2022320,"Arnold, Marc","1992-11-20","New York City"
"84",13300474,"Aronian, Levon","1982-10-06","Yerevan"
"85",13601865,"Aroshidze, Levan","1985-07-09","Tbilisi"
"86",2283352,"Arribas Lopez, Angel","1993-11-27","Madrid"
"87",24101605,"Artemiev, Vladislav","1998-03-05","Omsk"
"88",5011167,"Arun Prasad, S.","1988-04-21","Salem"
"89",13601741,"Arutinian, David","1984-05-31","Tbilisi"
"90",5084423,"Aryan Chopra","2001-12-10","Delhi"
"91",13300660,"Arzumanian, Georgy","1980-08-16","Tbilisi"
"92",13405764,"Asadli, Vugar","2001-10-09","Baku"
"93",13700049,"Asanov, Bolat","1961-05-07","Alma-Ata"
"94",2001012,"Ashley, Maurice","1966-03-06","Saint Andrew"
"95",5018137,"Ashwin, Jayaram","1990-08-14","Aluva"
"96",2260735,"Asis Gargatagli, Hipolito","1986-08-17","Barcelona"
"97",4141229,"Askarov, Marat","1987-06-29","Kazan"
"98",14001101,"Atabayev, Maksat","1994-12-28","Gypjak"
"99",14401487,"Atalik, Suat","1964-10-10","Istanbul"
"100",4101529,"Averbakh, Yuri L","1922-02-08","Kaluga"
"101",14109743,"Aveskulov, Valeriy","1986-01-31","Antratsyt"
"102",2803895,"Avrukh, Boris","1978-02-10","Karaganda"
"103",13501470,"Azarov, Sergei","1983-05-19","Minsk"
"104",13601326,"Azmaiparashvili, Zurab","1960-03-16","Tbilisi"
"105",13400681,"Babaev, Rashad","1981-09-03","Baku"
"106",13301993,"Babujian, Levon","1986-05-08","Yerevan"
"107",301264,"Babula, Vlastimil","1973-10-02","Uherský Brod"
"108",2500914,"Baburin, Alexander","1967-02-19","Nizhny Novgorod"
"109",3507416,"Bacallao Alonso, Yusnel","1988-06-21","Matanzas"
"110",3700488,"Bachmann, Axel","1989-11-04","Ciudad del Este"
"111",605506,"Bacrot, Etienne","1983-01-22","Lille"
"112",1200038,"Badea, Bela","1969-02-21","Aiud"
"113",13600133,"Bagaturov, Giorgi","1964-11-28",NA
"114",13303139,"Baghdasaryan, Vahe","1993-03-20","Yerevan"
"115",12500283,"Bagheri, Amir","1978-09-20",NA
"116",13400401,"Bagirov, Rufat","1979-10-10",NA
"117",14104954,"Bagrationi, Alexander","1990-07-13",NA
"118",8602280,"Bai, Jinshi","1999-05-18","Jilin"
"119",13403028,"Bajarani, Ulvi","1995-01-27","Baku"
"120",14102196,"Baklan, Vladimir","1978-02-25","Kyiv"
"121",5004195,"Bakre, Tejas","1981-05-12",NA
"122",4100263,"Balashov, Yuri S","1949-03-12","Shadrinsk"
"123",4688210,"Baldauf, Marco","1990-04-16","Rosenheim"
"124",1610201,"Balinov, Ilia","1966-07-28","Batak"
"125",728446,"Balog, Imre","1991-10-28","Békéscsaba"
"126",718939,"Balogh, Csaba","1987-03-10","Budapest"
"127",4202031,"Banikas, Hristos","1978-05-20","Salonica"
"128",722413,"Banusz, Tamas","1989-04-08","Mohács"
"129",4667719,"Baramidze, David","1988-09-27","Tbilisi"
"130",2115824,"Barbosa, Evandro Amorim","1992-08-24","São Sebastião do Paraíso"
"131",5201640,"Barbosa, Oliver","1986-09-29","Pasig"
"132",5200059,"Barcenilla, Rogelio","1972-01-23","Bacolod"
"133",4100140,"Bareev, Evgeny","1966-11-21","Yemanzhelinsk"
"134",900214,"Barlov, Dragan","1957-01-30","Kragujevac"
"135",2809958,"Baron, Tal","1992-08-07",NA
"136",4401824,"Barrientos, Sergio E","1986-06-29","Medellín"
"137",14200082,"Barsov, Alexei","1966-04-03","Samarkand"
"138",1112635,"Bartel, Mateusz","1985-01-03","Warsaw"
"139",5000025,"Barua, Dibyendu","1966-10-27","Chittagong"
"140",7100094,"Barus, Cerdas","1962-01-01","Kabanjahe"
"141",14117207,"Baryshpolets, Andrey","1991-01-16","Kyiv"
"142",5018471,"Baskarans, Adhiban","1992-08-15","Mayiladuthurai"
"143",866970,"Basso, Pier Luigi","1997-12-15","Montebelluna"
"144",4900847,"Batchuluun, Tsegmed","1987-02-04","Ulan Bator"
"145",13602993,"Batsiashvili, Nino","1987-01-01","Batumi"
"146",4902920,"Batsuren, Dambasuren","2004-01-22",NA
"147",14000237,"Batyrov, Sapar","1967-11-29",NA
"148",603767,"Bauer, Christian","1977-01-11","Forbach"
"149",3501728,"Becerra Rivero, Julio","1973-10-15","Havana"
"150",4137752,"Bedia, Melor","1979-09-26",NA
"151",1613782,"Beim, Valeri","1950-03-17",NA
"152",14602377,"Beliavsky, Alexander G","1953-12-17","Lviv"
"153",4103904,"Belikov, Vladimir","1971-08-02",NA
"154",600229,"Belkhodja, Slim","1962-11-23",NA
"155",696358,"Bellahcene, Bilel","1998-03-14","Strasbourg"
"156",2200031,"Bellon Lopez, Juan Manuel","1950-05-08","Valencia"
"157",4174003,"Belous, Vladimir","1993-07-29","Kamensk-Shakhtinsky"
"158",4132394,"Belov, Vladimir","1984-08-06","Kirzhach"
"159",4120213,"Belozerov, Andrei","1977-06-17",NA
"160",13603086,"Benidze, Davit","1991-02-15","Kutaisi"
"161",2000091,"Benjamin, Joel","1964-03-11","New York City"
"162",722960,"Berczes, David","1990-01-14","Borås"
"163",4105249,"Berdichevski, Igor","1964-07-15","Moscow"
"164",14101440,"Berelowitsch, Alexander","1967-07-02","Kharkiv"
"165",1204920,"Berescu, Alin-Mile","1980-04-14","Timi<U+0219>oara"
"166",1704060,"Berg, Emanuel","1981-12-28","Skövde"
"167",718572,"Berkes, Ferenc","1985-08-08","Baja"
"168",14100371,"Bernadskiy, Vitaliy","1994-11-17","Chernovtsy"
"169",311995,"Bernasek, Jan","1986-05-31","Moravská Trebová"
"170",4105451,"Beshukov, Sergei","1971-04-01",NA
"171",4105257,"Bezgodov, Alexei","1969-06-30",NA
"172",4601718,"Bezold, Michael","1972-05-23","Bayreuth"
"173",2011352,"Bhat, Vinay","1984-06-04","Santa Clara"
"174",4901541,"Bilguun, Sumiya","1997-03-25",NA
"175",4676670,"Bindrich, Falko","1990-10-17","Zittau"
"176",4600045,"Bischoff, Klaus","1961-06-09","Ulm"
"177",14400294,"Bistric, Faruk","1958-10-01","Sarajevo"
"178",5201110,"Bitoon, Richard","1975-12-14","Cebu"
"179",2000431,"Biyiasas, Peter","1950-11-19","Athens"
"180",1444948,"Bjerre, Jonas Buhl","2004-06-26",NA
"181",900885,"Blagojevic, Dragisa","1966-01-01","Tuzla"
"182",300047,"Blatny, Pavel","1968-06-22","Brno"
"183",1107836,"Blehm, Pawel","1980-04-17","Olkusz"
"184",1709437,"Blomqvist, Erik","1990-10-19","Stockholm"
"185",24651516,"Blübaum, Matthias","1997-04-18","Lemgo"
"186",2603608,"Bluvshtein, Mark","1988-04-20","Yaroslavl"
"187",1106880,"Bobras, Piotr","1977-09-09","Bialystok"
"188",4138716,"Bocharov, Dmitry","1982-10-20","Novosibirsk"
"189",4180887,"Bocharov, Ivan","1990-01-06","Berdsk"
"190",4611268,"Boensch, Uwe","1958-10-15","Halle (Saale)"
"191",15000206,"Bogdanovski, Vlatko","1964-12-31",NA
"192",4692055,"Bogner, Sebastian","1991-01-17","Pforzheim"
"193",931152,"Bogosavljevic, Boban","1988-04-26","Vršac"
"194",2904292,"Bojkov, Dejan","1977-07-03","Shumen"
"195",1017063,"Bok, Benjamin","1995-01-25","Lelystad"
"196",13900048,"Bologan, Victor","1971-12-14","Chi<U+0219>inau"
"197",3500160,"Borges Matos, Juan","1966-03-28","Caimanera"
"198",14603152,"Borisek, Jure","1986-07-27","Šempeter pri Gorici"
"199",722340,"Boros, Denes","1988-04-30","Budapest"
"200",14102811,"Borovikov, Vladislav","1973-08-10",NA
"201",14120828,"Bortnyk, Olexandr","1996-10-18","Oleksandrivka"
"202",2800055,"Boruchovsky, Avital","1997-03-15","Israel"
"203",14507927,"Bosiocic, Marin","1988-08-08","Rijeka"
"204",5500010,"Bouaziz, Slim","1950-04-16","Tunis"
"205",1011014,"Brandenburg, Daan","1987-11-14","Lelystad"
"206",4663527,"Braun, Arik","1988-02-08","Aresing"
"207",913723,"Brenjo, Slavisa","1974-04-02","Nevesinje"
"208",600245,"Bricard, Emmanuel","1966-05-04","Versailles"
"209",14506688,"Brkic, Ante","1988-03-31","Stari Mikanovci"
"210",14100932,"Brodsky, Michail","1969-03-27",NA
"211",4635248,"Bromberger, Stefan","1982-03-19","Neuss"
"212",2037602,"Brown, Michael","1997-08-24","Irvine, California"
"213",813613,"Brunello, Sabino","1989-06-27","Lovere"
"214",1300024,"Brunner, Lucas","1967-05-29","Bern"
"215",3503739,"Bruzón Batista, Lázaro","1982-05-02","Holguín"
"216",1700219,"Brynell, Stellan","1962-09-28",NA
"217",4133285,"Bryzgalin, Kirill","1982-12-14","Sochi"
"218",8601445,"Bu, Xiangzhi","1985-12-10","Qingdao"
"219",960047,"Budisavljevic, Luka","2004-01-22","Belgrade"
"220",4651340,"Buhmann, Rainer","1981-02-20","Leimen"
"221",12400726,"Bui Vinh","1976-12-25",NA
"222",14600030,"Bukic, Enver","1937-12-02","Banja Luka"
"223",1121499,"Bulski, Krzysztof","1987-02-12","Czestochowa"
"224",4634284,"Bunzmann, Dimitrij","1982-02-21","Tekeli"
"225",1010697,"Burg, Twan","1990-04-02","Schijndel"
"226",2070901,"Burke, John M","2001-07-01","Neptune City, New Jersey"
"227",4105109,"Burmakin, Vladimir","1967-06-06",NA
"228",2806991,"Bykhovsky, Anatoly","1988-11-19","Samara"
"229",4101057,"Bykhovsky, Avigdor","1955-03-05","Moscow"
"230",3502783,"Cabrera, Alexis","1976-12-25","Matanzas"
"231",900249,"Cabrilo, Goran","1958-07-01","Goražde"
"232",100013,"Campora, Daniel H.","1957-06-30","San Nicolás de los Arroyos"
"233",3400034,"Campos Moreno, Javier B.","1959-03-06","Santiago"
"234",6302181,"Can, Emre","1990-01-21","Izmir"
"235",725056,"Cao, Sang","1973-09-06",NA
"236",1503014,"Carlsen, Magnus","1990-11-30","Tønsberg"
"237",1705814,"Carlsson, Pontus","1982-12-18","Cali"
"238",2020009,"Caruana, Fabiano","1992-07-30","Miami"
"239",2807394,"Caspi, Israel","1989",NA
"240",3800954,"Castaneda, Georgui","1976-08-02","Mytishchi"
"241",14500094,"Cebalo, Miso","1945-02-06","Zagreb"
"242",600075,"Chabanon, Jean-Luc","1971-08-13","Clermont-Ferrand"
"243",4167392,"Chadaev, Nikolai","1988-07-09","Smolensk"
"244",5004225,"Chanda, Sandipan","1983-08-13","Kolkata"
"245",400050,"Chandler, Murray G","1960-04-04","Wellington"
"246",25006711,"Chandra, Akshat","1999-05-28","Livingston, New Jersey"
"247",2602504,"Charbonneau, Pascal","1983-05-06","Montreal"
"248",13500767,"Charnushevich, Aliaksei","1978-12-18","Lida"
"249",2900440,"Chatalbashev, Boris","1974-01-30","Pleven"
"250",2069342,"Checa, Nicolas","2001-12-19","New York City"
"251",4100859,"Chekhov, Valery A","1955-11-27","Moscow"
"252",4300033,"Cheng, Bobby","1997-03-20","Hamilton, New Zealand"
"253",2905540,"Cheparinov, Ivan","1986-11-26","Asenovgrad"
"254",4117301,"Cherniaev, Alexander","1969-08-26","Arkhangelsk"
"255",715620,"Chernin, Alexander","1960-03-06","Kharkiv"
"256",4167406,"Chernobay, Artem","1989-06-23","Fryazino"
"257",4117328,"Chernyshov, Konstantin","1967-06-11",NA
"258",13300717,"Chibukhchian, Artur","1979-10-06","Tbilisi"
"259",13600036,"Chiburdanidze, Maia","1961-01-17","Kutaisi"
"260",4108116,"Chigaev, Maksim","1996-11-07","Kemerovo"
"261",1211668,"Chirila, Ioan-Cristian","1991-01-06","Bucharest"
"262",1512668,"Christiansen, Johan-Sebastian","1998-06-10",NA
"263",2000059,"Christiansen, Larry","1956-06-27","Riverside, California"
"264",201260,"Chuchelov, Vladimir","1969-09-28","Moscow"
"265",1700588,"Cicak, Slavko","1969-10-25","Titograd"
"266",2253488,"Cifuentes Parada, Roberto","1957-12-21","Santiago"
"267",12801259,"Cmilyte, Viktorija","1983-08-06","Šiauliai"
"268",15000729,"Colovic, Aleksandar","1976-01-06","Skopje"
"269",2200325,"Comas Fabrego, Lluis","1971-06-22","Santa Eugènia de Berga"
"270",400181,"Conquest, Stuart C","1967-03-01","Ilford"
"271",3801497,"Cordova, Emilio","1991-07-08","Lima"
"272",3814017,"Cori Quispe, Kevin Joel","1999-08-02","Lima"
"273",3802272,"Cori, Jorge","1995-07-30","Lima"
"274",620084,"Cornette, Matthieu","1985-09-04","Bègles"
"275",3506690,"Corrales Jimenez, Fidel","1987-07-07","Pinar del Río"
"276",1700030,"Cramling, Pia","1963-04-23","Stockholm"
"277",3801969,"Cruz, Cristhian","1992-02-07","Lima"
"278",4401190,"Cuartas, Jaime Alexander","1975-10-28","Medellín"
"279",3700267,"Cubas, Jose Fernando","1981-04-09","Asunción"
"280",2255570,"Cuenca Jimenez, Jose Fernando","1987-03-17","Granada"
"281",307424,"Cvek, Robert","1979-01-06","Krnov"
"282",14500086,"Cvitan, Ognjen","1961-10-10","Šibenik"
"283",1108760,"Cyborowski, Lukasz","1980-06-21","Legnica"
"284",1121219,"Czarnota, Pawel","1988-04-14","Olkusz"
"285",705268,"Czebe, Attila","1975-12-26","Budapest"
"286",1005030,"Dambacher, Martijn","1979-10-22","Venlo"
"287",900125,"Damljanovic, Branko","1961-06-17","Futog"
"288",13300210,"Danielian, Elina","1978-08-16","Baku"
"289",1400185,"Danielsen, Henrik","1966-01-21",NA
"290",4144031,"Danin, Alexandre","1986-03-14","Bryansk"
"291",12400084,"Dao, Thien Hai","1978-05-10",NA
"292",4600150,"Darga, Klaus","1934-02-24","Pankow"
"293",12502200,"Darini, Pouria","1991-01-24","Jiroft"
"294",6300014,"Dastan, Muhammed Batuhan","1997-08-07","Bursa"
"295",4623606,"Dautov, Rustem","1965-11-28","Ufa"
"296",4000013,"David, Alberto","1970-03-26","Milan"
"297",404420,"Davies, Nigel R","1960-07-31","Southport"
"298",2000105,"De Firmian, Nick","1957-07-26","Fresno"
"299",3501833,"De La Paz Perdomo, Frank","1975-05-24","Santa Clara, Cuba"
"300",6900224,"De La Riva Aguado, Oscar","1972-07-15","Barcelona"
"301",2200040,"De La Villa Garcia, Jesus Maria","1958-06-30","Villahán"
"302",1003909,"De Vreugt, Dennis","1980-11-04",NA
"303",1226380,"Deac, Bogdan-Daniel","2001-10-08","Râmnicu Vâlcea"
"304",5024854,"Debashis, Das","1993-06-27","Bhubaneswar"
"305",5011132,"Deepan Chakkravarthy J.","1987-06-03",NA
"306",600270,"Degraeve, Jean-Marc","1971-01-26","Tourcoing"
"307",2203138,"Del Rio De Angelis, Salvador G.","1976-10-02",NA
"308",2900394,"Delchev, Aleksander","1971-07-15","Sofia"
"309",3503631,"Delgado Ramirez, Neuris","1981-09-17",NA
"310",632023,"Delorme, Axel","1990-05-08","Lyon"
"311",4160258,"Demchenko, Anton","1987-08-20","Novorossiysk"
"312",4197143,"Demidov, Mikhail","1992-06-17","Odintsovo"
"313",642274,"Demuth, Adrien","1991-04-14","Saint-Denis, Réunion"
"314",4700236,"Dervishi, Erald","1979-11-10","Durrës"
"315",4121260,"Deviatkin, Andrei","1980-10-07","Moscow"
"316",203882,"Dgebuadze, Alexandre","1971-05-21",NA
"317",2108356,"Diamant, Andre","1990-02-09","Fortaleza"
"318",1612468,"Diermair, Andreas","1986-09-29","Deutschlands­berg"
"319",2908549,"Dimitrov, Radoslav","1993-03-27","Veliko Tarnovo"
"320",2900050,"Dimitrov, Vladimir","1968-04-11","Sofia"
"321",8603677,"Ding, Liren","1992-10-24","Wenzhou"
"322",14500124,"Dizdar, Goran","1958-12-04","Zagreb"
"323",14400049,"Dizdarevic, Emir","1958-04-02","Zenica"
"324",922412,"Djukic, Nikola","1983-01-26","Titograd"
"325",1500082,"Djurhuus, Rune","1970-01-25","Elverum"
"326",900133,"Djuric, Stefan","1955-07-26","Belgrade"
"327",2000075,"Dlugy, Maxim","1966-01-29","Moscow"
"328",4136594,"Dobrov, Vladimir","1984-04-13","Moscow"
"329",4627253,"Doettling, Fabian","1980-08-04","Heilbronn"
"330",4100476,"Dokhoian, Yury","1964-10-26","Zyryanovka"
"331",4100093,"Dolmatov, Sergey","1959-02-20","Kiselyovsk"
"332",3503240,"Domínguez Pérez, Leinier","1983-09-23","Havana"
"333",24103608,"Domogaev, Sergey","1964-11-07","Kireyevsk"
"334",24603295,"Donchenko, Alexander","1998-03-22","Moscow"
"335",2900025,"Donchev, Dimitar I.","1958-07-21","Shumen"
"336",604011,"Dorfman, Iossif","1952-05-01","Zhytomyr"
"337",628050,"Dourerassou, Jonathan","1989-04-10","Sarcelles"
"338",1634852,"Dragnev, Valentin","1999-03-05","Vienna"
"339",1134167,"Dragun, Kamil","1995-06-25","Gorzów Wielkopolski"
"340",900397,"Drasko, Milan","1962-12-06","Capljina"
"341",901172,"Drazic, Sinisa","1967-12-16","Žabalj"
"342",4100107,"Dreev, Aleksey","1969-01-30","Stavropol"
"343",2903261,"Drenchev, Petar","1977-04-25","Kazanlak"
"344",14107180,"Drozdovskij, Yuri","1984-05-22","Odessa"
"345",24126055,"Dubov, Daniil","1996-04-18","Moscow"
"346",1170546,"Duda, Jan-Krzysztof","1998-04-26","Kraków"
"347",13402935,"Durarbayli, Vasif","1992-02-24","Sumqayit"
"348",817570,"Dvirnyy, Danyyil","1990-10-21","Saint Petersburg"
"349",4100379,"Dvoirys, Semen I.","1958-11-02","Zhmerynka"
"350",4119800,"Dyachkov, Sergej","1976-11-06","Saratov"
"351",13500031,"Dydyshko, Viacheslav","1949-04-10","Minsk"
"352",13601903,"Dzagnidze, Nana","1987-01-01","Kutaisi"
"353",4136209,"Dzhakaev, Dzhakay","1980-04-05","Makhachkala"
"354",14200236,"Dzhumaev, Marat","1976-01-12",NA
"355",2000113,"Dzindzichashvili, Roman","1944-05-05","Tbilisi"
"356",1112953,"Dziuba, Marcin","1983-07-17","Zamosc"
"357",633429,"Edouard, Romain","1990-11-28","Poitiers"
"358",14107201,"Efimenko, Zahar","1985-07-03","Makiivka"
"359",806404,"Efimov, Igor","1960-09-16","Tbilisi"
"360",4500016,"Ehlvest, Jaan","1962-10-14","Tallinn"
"361",14100053,"Eingorn, Vereslav S","1956-11-23","Odessa"
"362",2106981,"El Debs, Felipe de Cresce","1985-01-29","São Carlos"
"363",10600140,"El Gindy, Essam","1966-07-14","Cairo"
"364",14102951,"Eljanov, Pavel","1983-05-10","Kharkiv"
"365",400254,"Emms, John M","1967-03-14",NA
"366",2907712,"Enchev, Ivajlo","1989-09-05","Razgrad"
"367",4611314,"Enders, Peter","1963-02-02",NA
"368",12961523,"Engel, Luis","2002-10-14","Hamburg"
"369",4162714,"Epishin, Vladimir","1965-07-11","Leningrad"
"370",6301495,"Erdogdu, Mert","1979-03-30","Adana"
"371",719978,"Erdos, Viktor","1987-09-02","Békéscsaba"
"372",2805642,"Erenburg, Sergey","1983-01-27",NA
"373",35009192,"Erigaisi Arjun","2003-09-03","Karimnagar"
"374",2900106,"Ermenkov, Evgenij","1949-09-29","Sofia"
"375",1004689,"Ernst, Sipke","1979-01-08","Damwâld"
"376",1700065,"Ernst, Thomas","1960-08-17","Uppsala"
"377",14109328,"Eryomenko, Volodymyr","1987-05-05","Odessa"
"378",4400801,"Escobar Forero, Alder","1977-03-11","Colombia"
"379",6302114,"Esen, Baris","1986-11-03","Antalya"
"380",24175439,"Esipenko, Andrey","2002-03-22","Novocherkassk"
"381",4611276,"Espig, Lutz","1949-01-05","Greiz"
"382",3507424,"Espinosa Veloz, Ermes","1987-07-30","Villa Clara Province"
"383",4139275,"Evdokimov, Alexander A.","1985-10-28","Astrakhan"
"384",8605840,"Fang, Yuxiang","1996-02-29","Shanxi"
"385",700134,"Farago, Ivan","1946-04-01","Budapest"
"386",615935,"Fargere, Francois","1985-09-01","Saint-Rémy, Saône-et-Loire"
"387",10613129,"Fawzy, Adham","2000-01-03","Alexandria"
"388",14102536,"Fedorchuk, Sergey A.","1981-03-14",NA
"389",13500465,"Fedorov, Alexei","1972-09-27","Mogilev"
"390",2000083,"Fedorowicz, John","1958-09-27","New York City"
"391",24130737,"Fedoseev, Vladimir","1995-02-16","Saint Petersburg"
"392",107069,"Felgaer, Ruben","1981-04-04","Buenos Aires"
"393",634654,"Feller, Sebastien","1991-03-11","Thionville"
"394",14500299,"Fercec, Nenad","1961-04-12","Pula"
"395",1900021,"Fernandes, Antonio","1962-10-18","Pampilhosa da Serra"
"396",2200023,"Fernandez Garcia, Jose Luis","1954-05-03","Portugalete"
"397",2214679,"Fernandez Romero, Ernesto","1983-01-23","Málaga"
"398",5801605,"Fernandez, Daniel Howard","1995-03-05","Stockport"
"399",1910850,"Ferreira, Jorge Viterbo","1994-06-24","Porto"
"400",14103109,"Feygin, Michael","1975-01-02","Kharkiv"
"401",2107139,"Fier, Alexandr","1988-03-11","Joinville"
"402",14200988,"Filippov, Anton","1986-06-12","Tashkent"
"403",4117654,"Filippov, Valerij","1975-11-28",NA
"404",2000261,"Finegold, Benjamin","1969-09-06","Detroit"
"405",2801957,"Finkel, Alexander","1975-01-01","Kamianets-Podilskyi"
"406",6305881,"Firat, Burak","1993-01-01",NA
"407",14104490,"Firman, Nazar","1983-03-22","Lviv"
"408",12573981,"Firouzja, Alireza","2003-06-18","Babol"
"409",14102803,"Fish, Gennadij","1973-04-20","Simferopol"
"410",2000377,"Fishbein, Alexander","1968-05-08",NA
"411",400165,"Flear, Glenn C","1959-02-12","Leicester"
"412",621650,"Flom, Gabriel","1986-01-27","Paris"
"413",3408027,"Flores Rios, Mauricio","1990-09-10","Valparaíso"
"414",108049,"Flores, Diego","1982-12-18","Las Palmas"
"415",717274,"Flumbort, Andras Dr.","1984-08-17","Nagykanizsa"
"416",723762,"Fodor, Tamas Jr.","1991-06-02","Kalocsa"
"417",700363,"Fogarasi, Tibor","1969-11-21","Szolnok"
"418",4100590,"Fominyh, Alexander","1959-06-15","Novosibirsk"
"419",605590,"Fontaine, Robert","1980-11-18",NA
"420",2288230,"Forcen Esteban, Daniel","1994-06-12","Zaragoza"
"421",2209381,"Franco Ocampos, Zenon","1956-05-12","Asunción"
"422",608742,"Fressinet, Laurent","1981-11-30","Dax, Landes"
"423",11600454,"Fridman, Daniel","1976-02-15","Riga"
